time_ma,co2_ppm
0,285.157
0.001,284.083
0.002,281.583
0.003,279.853
0.004,277.601
0.005,274.735
0.006,271.106
0.007,267.58
0.008,262.53
0.009,253.066
0.01,237.824
0.011,230.69
0.012,224.252
0.013,217.37
0.014,212.095
0.015,207.057
0.016,201.469
0.017,190.974
0.018,179.495
0.019,176.362
0.02,175.471
0.021,175.208
0.022,175.107
0.023,174.74
0.024,174.59
0.025,174.663
0.026,175.035
0.027,174.23
0.028,176.098
0.029,177.172
0.03,178.377
0.031,180.086
0.032,185.368
0.033,192.91
0.034,192.633
0.035,191.642
0.036,187.657
0.037,189.73
0.038,193.418
0.039,199.26
0.04,199.08
0.041,198.478
0.042,199.324
0.043,198.781
0.044,201.338
0.045,203.262
0.046,205.135
0.047,203.023
0.048,202.887
0.049,199.118
0.05,195.401
0.051,200.943
0.052,204.125
0.053,205.769
0.054,208.879
0.055,202.194
0.056,215.184
0.057,218.937
0.058,220.038
0.059,219.389
0.06,210.531
0.061,207.389
0.062,203.946
0.063,202.857
0.064,202.829
0.065,200.843
0.066,198.439
0.067,195.89
0.068,196.544
0.069,193.829
0.07,196.852
0.071,207.211
0.072,206.779
0.073,206.286
0.074,210.872
0.075,211.54
0.076,211.379
0.077,211.723
0.078,211.857
0.079,217.07
0.08,219.244
0.081,220.357
0.082,220.467
0.083,218.24
0.084,216.297
0.085,214.512
0.086,214.241
0.087,211.561
0.088,213.767
0.089,214.476
0.09,216.648
0.091,220.476
0.092,227.686
0.093,223.462
0.094,225.806
0.095,230.881
0.096,244.841
0.097,245.437
0.098,245.469
0.099,244.911
0.1,245.888
0.101,241.733
0.102,240.501
0.103,240.058
0.104,242.526
0.105,238.543
0.106,231.629
0.107,219.402
0.108,219.686
0.109,223.336
0.11,226.771
0.111,232.376
0.112,242.343
0.113,258.053
0.114,261.74
0.115,266.664
0.116,272.408
0.117,277.465
0.118,280.946
0.119,284.758
0.12,287.465
0.121,291.758
0.122,290.702
0.123,288.978
0.124,284.936
0.125,280.338
0.126,272.739
0.127,264.905
0.128,250.771
0.129,237.654
0.13,230.479
0.131,223.445
0.132,215.514
0.133,202.446
0.134,192.448
0.135,190.247
0.136,188.852
0.137,187.289
0.138,184.079
0.139,181.305
0.14,180.677
0.141,177.588
0.142,177.045
0.143,177.492
0.144,180.186
0.145,184.026
0.146,184.753
0.147,185.263
0.148,188.269
0.149,187.655
0.15,189.805
0.151,190.949
0.152,188.941
0.153,185.601
0.154,184.101
0.155,189.555
0.156,189.251
0.157,196.473
0.158,194.951
0.159,195.368
0.16,194.918
0.161,194.483
0.162,191.907
0.163,190.181
0.164,185.584
0.165,188.808
0.166,184.718
0.167,190.914
0.168,191.573
0.169,195.289
0.17,190.216
