time_ma,co2_ppm
0,304.937
0.001,305.715
0.002,304.619
0.003,298.752
0.004,292.885
0.005,280.213
0.006,277.342
0.007,274.552
0.008,273.388
0.009,263.261
0.01,251.712
0.011,238.898
0.012,224.545
0.013,217.892
0.014,209.055
0.015,201.816
0.016,199.93
0.017,192.018
0.018,182.387
0.019,181.68
0.02,181.436
0.021,181.683
0.022,181.868
0.023,182.153
0.024,182.606
0.025,182.841
0.026,183.232
0.027,183.91
0.028,185.462
0.029,186.783
0.03,188.195
0.031,189.82
0.032,194.143
0.033,200.962
0.034,199.891
0.035,198.128
0.036,193.642
0.037,194.6
0.038,198.231
0.039,203.857
0.04,203.53
0.041,203.459
0.042,204.538
0.043,204.349
0.044,207.969
0.045,211.113
0.046,213.174
0.047,211.286
0.048,210.625
0.049,204.384
0.05,199.487
0.051,203.869
0.052,205.062
0.053,204.943
0.054,205.792
0.055,197.415
0.056,208.187
0.057,208.255
0.058,205.151
0.059,203.175
0.06,191.051
0.061,190.332
0.062,190.375
0.063,191.799
0.064,193.566
0.065,194.828
0.066,196.831
0.067,199.337
0.068,203.223
0.069,205.021
0.07,211.501
0.071,225.229
0.072,227.208
0.073,229.099
0.074,235.311
0.075,236.238
0.076,236.68
0.077,237.75
0.078,237.675
0.079,242.122
0.08,244.746
0.081,247.376
0.082,248.94
0.083,246.348
0.084,242.603
0.085,239.052
0.086,236.074
0.087,233.973
0.088,235.065
0.089,236.151
0.09,237.945
0.091,241.339
0.092,243.361
0.093,245.063
0.094,247.398
0.095,249.006
0.096,248.728
0.097,247.77
0.098,246.413
0.099,244.772
0.1,243.489
0.101,241.207
0.102,239.151
0.103,238.908
0.104,238.741
0.105,235.608
0.106,232.743
0.107,230.835
0.108,229.913
0.109,231.457
0.11,233.942
0.111,237.513
0.112,243.419
0.113,246.442
0.114,250.359
0.115,255.321
0.116,261.062
0.117,265.676
0.118,271.597
0.119,277.557
0.12,284.04
0.121,290.803
0.122,303.62
0.123,307.471
0.124,307.684
0.125,299.523
0.126,291.111
0.127,271.398
0.128,259.671
0.129,246.593
0.13,232.257
0.131,229.095
0.132,222.039
0.133,206.28
0.134,198.606
0.135,195.907
0.136,194.276
0.137,193.269
0.138,189.97
0.139,187.074
0.14,185.873
0.141,182.929
0.142,182.007
0.143,182.515
0.144,185.666
0.145,188.972
0.146,189.178
0.147,189.082
0.148,191.655
0.149,189.477
0.15,189.501
0.151,190.312
0.152,187.863
0.153,184.332
0.154,183.183
0.155,188.333
0.156,187.392
