time_ma,co2_ppm
0,309.201
0.001,309.956
0.002,308.759
0.003,302.854
0.004,296.94
0.005,284.136
0.006,281.175
0.007,278.376
0.008,277.175
0.009,266.923
0.01,255.212
0.011,242.241
0.012,227.723
0.013,221.014
0.014,212.074
0.015,204.742
0.016,202.852
0.017,194.878
0.018,185.185
0.019,184.513
0.02,184.264
0.021,184.47
0.022,184.726
0.023,184.995
0.024,185.485
0.025,185.727
0.026,186.091
0.027,186.817
0.028,188.408
0.029,189.728
0.03,191.196
0.031,192.828
0.032,197.241
0.033,204.147
0.034,203.078
0.035,201.296
0.036,196.738
0.037,197.749
0.038,201.41
0.039,207.089
0.04,206.773
0.041,206.684
0.042,207.839
0.043,207.644
0.044,211.322
0.045,214.517
0.046,216.669
0.047,214.733
0.048,214.029
0.049,207.722
0.05,202.783
0.051,207.23
0.052,208.499
0.053,208.355
0.054,209.192
0.055,200.733
0.056,211.678
0.057,211.716
0.058,208.579
0.059,206.597
0.06,194.338
0.061,193.63
0.062,193.667
0.063,195.144
0.064,196.948
0.065,198.214
0.066,200.287
0.067,202.831
0.068,206.807
0.069,208.65
0.07,215.247
0.071,229.159
0.072,231.182
0.073,233.119
0.074,239.367
0.075,240.358
0.076,240.808
0.077,241.903
0.078,241.847
0.079,246.363
0.08,249.053
0.081,251.762
0.082,253.29
0.083,250.679
0.084,246.834
0.085,243.253
0.086,240.249
0.087,238.098
0.088,239.277
0.089,240.389
0.09,242.218
0.091,245.666
0.092,247.733
0.093,249.475
0.094,251.909
0.095,253.494
0.096,253.184
0.097,252.252
0.098,250.808
0.099,249.155
0.1,247.96
0.101,245.605
0.102,243.461
0.103,243.228
0.104,243.128
0.105,239.903
0.106,236.991
0.107,235.068
0.108,234.108
0.109,235.721
0.11,238.254
0.111,241.893
0.112,247.896
0.113,250.971
0.114,254.967
0.115,260.053
0.116,265.91
0.117,270.61
0.118,276.644
0.119,282.716
0.12,289.303
0.121,296.189
0.122,309.148
0.123,312.941
0.124,313.071
0.125,304.816
0.126,296.271
0.127,276.293
0.128,264.389
0.129,251.146
0.13,236.655
0.131,233.455
0.132,226.252
0.133,210.31
0.134,202.589
0.135,199.859
0.136,198.237
0.137,197.255
0.138,193.893
0.139,191.007
0.14,189.787
0.141,186.816
0.142,185.893
0.143,186.393
0.144,189.619
0.145,192.99
0.146,193.217
0.147,193.135
0.148,195.759
0.149,193.565
0.15,193.59
0.151,194.388
0.152,191.919
0.153,188.314
0.154,187.192
0.155,192.433
0.156,191.48
0.157,197.368
0.158,195.826
0.159,195.519
0.16,196.149
0.161,196.515
0.162,196.359
0.163,195.34
0.164,191.24
0.165,196.034
0.166,193.151
0.167,199.803
0.168,199.965
0.169,201.832
0.17,196.627
0.171,196.714
0.172,196.95
0.173,196.814
0.174,200.282
0.175,200.838
0.176,201.257
0.177,197.825
0.178,193.813
0.179,188.748
0.18,189.416
0.181,194.249
0.182,192.646
0.183,195.785
0.184,200.305
0.185,211.419
0.186,227.696
0.187,230.553
0.188,234.168
0.189,237.754
0.19,240.5
0.191,243.361
0.192,247.48
0.193,250.486
0.194,254.116
0.195,254.659
0.196,255.461
0.197,257.122
0.198,259.211
0.199,261.684
0.2,263.929
0.201,263.749
0.202,262.267
0.203,259.887
0.204,258.031
0.205,257.71
0.206,257.935
0.207,260.474
0.208,264.55
0.209,267.028
0.21,268.527
0.211,268.008
0.212,269.207
0.213,268.579
0.214,269.048
0.215,266.372
0.216,261.189
0.217,254.985
0.218,245.599
0.219,232.28
0.22,222.939
0.221,220.07
0.222,215.582
0.223,215.621
0.224,216.928
0.225,224.85
0.226,229.994
0.227,233.627
0.228,237.14
0.229,240.214
0.23,243.814
0.231,246.815
0.232,249.334
0.233,252.333
0.234,256.826
0.235,262.637
0.236,269.916
0.237,273.014
0.238,276.738
0.239,275.203
0.24,272.37
0.241,263.884
0.242,254.596
0.243,248.411
0.244,240.635
0.245,234.229
0.246,227.238
0.247,222.911
0.248,218.488
0.249,214.364
0.25,210.368
0.251,209.408
0.252,206.615
0.253,204.681
0.254,204.387
0.255,210.54
0.256,215.439
0.257,215.908
0.258,216.408
0.259,216.799
0.26,216.78
0.261,215.892
0.262,215.59
0.263,213.216
0.264,206.227
0.265,194.441
0.266,194.361
0.267,194.415
0.268,194.379
0.269,194.924
0.27,195.415
0.271,196.706
0.272,197.978
0.273,199.997
0.274,202.246
0.275,205.579
0.276,209.402
0.277,210.342
0.278,216.637
0.279,228.082
0.28,242.165
0.281,245.006
0.282,248.139
0.283,250.92
0.284,253.695
0.285,252.344
0.286,250.179
0.287,246.405
0.288,240.981
0.289,235.846
0.29,230.833
0.291,226.197
0.292,223.007
0.293,221.608
0.294,220.319
0.295,221.626
0.296,223.589
0.297,227.407
0.298,230.672
0.299,232.413
0.3,233.716
0.301,236.201
0.302,238.141
0.303,239.851
0.304,242.074
0.305,244.103
0.306,246.153
0.307,248.332
0.308,251.096
0.309,253.414
0.31,255.876
0.311,256.35
0.312,257.797
0.313,259.103
0.314,259.913
0.315,260.727
0.316,261.464
0.317,262.196
0.318,263.684
0.319,266.2
0.32,269.461
0.321,273.223
0.322,277.486
0.323,282.43
0.324,287.94
0.325,294.86
0.326,307.096
0.327,306.813
0.328,306.145
0.329,302.433
0.33,298.874
0.331,292.84
0.332,281.051
0.333,266.947
0.334,254.524
0.335,244.84
0.336,232.956
0.337,226.801
0.338,214.321
0.339,193.403
0.34,188.277
0.341,186.331
0.342,184.985
0.343,184.95
0.344,184.829
0.345,185.528
0.346,187.205
0.347,188.119
0.348,189.506
0.349,191.496
0.35,190.434
0.351,194.577
0.352,197.099
0.353,193.17
0.354,192.847
0.355,191.929
0.356,191.428
0.357,191.607
0.358,191.725
0.359,192.291
0.36,192.826
0.361,193.841
0.362,194.789
0.363,196.069
0.364,197.593
0.365,199.479
0.366,201.354
0.367,200.566
0.368,202.216
0.369,203.5
0.37,203.766
0.371,210.239
0.372,214.494
0.373,215.491
0.374,216.075
0.375,214.344
0.376,210.635
0.377,213.501
0.378,218.973
0.379,221.487
0.38,224.947
0.381,226.457
0.382,228.533
0.383,229.447
0.384,230.093
0.385,232.527
0.386,235.18
0.387,236.376
0.388,236.942
0.389,240.283
0.39,242.149
0.391,244.388
0.392,247.397
0.393,251.002
0.394,255.254
0.395,260.232
0.396,265.698
0.397,271.103
0.398,277.058
0.399,283.17
0.4,289.698
0.401,300.4
0.402,315.027
0.403,318.851
0.404,320.754
0.405,320.059
0.406,319.508
0.407,318.319
0.408,317.16
0.409,314.705
0.41,311.623
0.411,306.745
0.412,301.08
0.413,287.598
0.414,284.313
0.415,279.612
0.416,274.758
0.417,268.951
0.418,263.786
0.419,258.991
0.42,255.995
0.421,249.428
0.422,241.754
0.423,234.659
0.424,224.848
0.425,218.583
0.426,211.102
0.427,205.079
0.428,198.416
0.429,186.775
0.43,185.891
0.431,185.552
0.432,185.067
0.433,184.876
0.434,184.485
0.435,184.36
0.436,184.015
0.437,184.016
0.438,184.218
0.439,184.34
0.44,184.616
0.441,184.538
0.442,184.705
0.443,186.423
0.444,195.768
0.445,196.935
0.446,194.87
0.447,190.743
0.448,191.486
0.449,192.253
0.45,192.276
0.451,189.886
0.452,185.546
0.453,185.838
0.454,186.748
0.455,190.144
0.456,187.034
0.457,186.691
0.458,186.915
0.459,187.704
0.46,188.616
0.461,190.731
0.462,198.219
0.463,198.819
0.464,192.443
0.465,194.6
0.466,197.356
0.467,204.357
0.468,212.961
0.469,215.297
0.47,218.177
0.471,223.537
0.472,225.105
0.473,226.706
0.474,228.679
0.475,230.682
0.476,233.979
0.477,236.944
0.478,241.072
0.479,243.792
0.48,246.646
0.481,249.72
0.482,253.603
0.483,256.498
0.484,259.988
0.485,262.379
0.486,265.087
0.487,267.45
0.488,270.435
0.489,272.723
0.49,273.819
