time_ma,co2_ppm
0,251.987
0.001,251.279
0.002,250.729
0.003,250.65
0.004,250.901
0.005,250.067
0.006,249.347
0.007,247.778
0.008,247.512
0.009,239.706
0.01,229.933
0.011,216.913
0.012,200.84
0.013,193.274
0.014,184.385
0.015,179.467
0.016,179.304
0.017,173.632
0.018,165.853
0.019,165.452
0.02,165.693
0.021,165.895
0.022,166.044
0.023,166.184
0.024,166.381
0.025,166.433
0.026,166.573
0.027,166.852
0.028,168.029
0.029,169.048
0.03,170.133
0.031,171.401
0.032,175.156
0.033,181.206
0.034,180.039
0.035,178.158
0.036,173.665
0.037,174.529
0.038,177.723
0.039,183.017
0.04,182.869
0.041,182.808
0.042,183.969
0.043,183.643
0.044,186.876
0.045,189.858
0.046,191.708
0.047,189.925
0.048,189.27
0.049,183.49
0.05,178.952
0.051,182.853
0.052,183.742
0.053,183.504
0.054,184.196
0.055,176.504
0.056,186.526
0.057,186.82
0.058,184.214
0.059,182.584
0.06,171.738
0.061,171.041
0.062,171.009
0.063,172.05
0.064,173.586
0.065,174.571
0.066,176.248
0.067,178.528
0.068,182.073
0.069,183.548
0.07,189.515
0.071,201.697
0.072,203.206
0.073,204.395
0.074,209.038
0.075,209.459
0.076,209.618
0.077,210.92
0.078,211.088
0.079,214.62
0.08,216.28
0.081,217.022
0.082,217.288
0.083,215.294
0.084,212.333
0.085,210.973
0.086,209.771
0.087,208.713
0.088,210.401
0.089,211.367
0.09,212.939
0.091,215.333
0.092,216.455
0.093,216.664
0.094,217.402
0.095,218.094
0.096,217.325
0.097,216.369
0.098,215.362
0.099,214.843
0.1,214.432
0.101,212.783
0.102,211.464
0.103,211.82
0.104,211.853
0.105,209.493
0.106,207.586
0.107,206.667
0.108,206.648
0.109,208.506
0.11,211.026
0.111,214.191
0.112,219.331
0.113,221.938
0.114,224.899
0.115,228.367
0.116,232.501
0.117,235.209
0.118,240.043
0.119,250.617
0.12,253.057
0.121,255.014
0.122,257.514
0.123,259.444
0.124,259.919
0.125,257.557
0.126,255.423
0.127,248.439
0.128,240.432
0.129,231.292
0.13,214.161
0.131,206.364
0.132,198.394
0.133,185.988
0.134,180.567
0.135,179.997
0.136,179.838
0.137,179.462
0.138,176.707
0.139,174.277
0.14,172.982
0.141,170.039
0.142,168.964
0.143,169.012
0.144,171.512
0.145,174.28
0.146,174.321
0.147,174.087
0.148,176.343
0.149,174.106
0.15,174.058
0.151,174.702
0.152,172.253
0.153,168.793
0.154,167.637
0.155,172.509
0.156,171.877
0.157,177.641
0.158,176.691
0.159,176.548
0.16,177.197
0.161,177.801
0.162,177.947
0.163,176.906
0.164,172.938
0.165,177.045
0.166,173.771
0.167,179.494
0.168,179.245
0.169,180.92
0.17,176.221
0.171,175.999
0.172,175.959
0.173,175.468
0.174,178.089
0.175,178.365
0.176,178.586
0.177,175.65
0.178,172.412
0.179,167.758
0.18,168.292
0.181,172.766
0.182,171.51
0.183,174.793
0.184,179.47
0.185,190.447
0.186,205.944
0.187,208.804
0.188,211.747
0.189,213.98
0.19,215.413
0.191,217.198
0.192,220.205
0.193,222.322
0.194,225.581
0.195,227.256
0.196,229.129
0.197,234.061
0.198,240.167
0.199,240.194
0.2,240.297
0.201,239.417
0.202,236.64
0.203,226.743
0.204,226.518
0.205,227.288
0.206,228.404
0.207,229.981
0.208,232.806
0.209,233.661
0.21,234.244
0.211,234.308
0.212,236.413
0.213,239.588
0.214,246.074
0.215,243.087
0.216,237.653
0.217,231.754
0.218,222.075
0.219,202.714
0.22,195.435
0.221,194.722
0.222,192.472
0.223,192.848
0.224,194.627
0.225,201.876
0.226,206.665
0.227,210.067
0.228,213.292
0.229,216.196
0.23,219.712
0.231,222.661
0.232,225.195
0.233,227.699
0.234,231.398
0.235,235.663
0.236,242.182
0.237,252.706
0.238,254.057
0.239,251.421
0.24,247.888
0.241,241.646
0.242,232.062
0.243,219.273
0.244,213.258
0.245,208.207
0.246,202.423
0.247,199.061
0.248,196
0.249,193.284
0.25,190.522
0.251,190.143
0.252,188.057
0.253,186.206
0.254,185.744
0.255,191.206
0.256,195.523
0.257,196.197
0.258,196.803
0.259,197.102
0.26,196.967
0.261,195.916
0.262,195.591
0.263,193.304
0.264,186.783
0.265,175.723
0.266,175.411
0.267,175.43
0.268,175.396
0.269,175.863
0.27,176.269
0.271,177.385
0.272,178.519
0.273,180.172
0.274,182.034
0.275,184.992
0.276,188.303
0.277,189.255
0.278,195.068
0.279,205.465
0.28,218.079
0.281,219.904
0.282,221.609
0.283,222.702
0.284,223.772
0.285,222.09
0.286,219.884
0.287,216.972
0.288,212.695
0.289,209.387
0.29,205.909
0.291,202.043
0.292,199.875
0.293,199.272
0.294,198.599
0.295,199.975
0.296,202.208
0.297,205.726
0.298,208.719
0.299,210.061
0.3,210.779
0.301,212.682
0.302,214.485
0.303,216.577
0.304,219.11
0.305,221.023
0.306,222.966
0.307,224.769
0.308,226.966
0.309,228.687
0.31,230.732
0.311,230.866
0.312,231.635
0.313,232.618
0.314,233.078
0.315,234.019
0.316,234.835
0.317,235.345
0.318,236.514
0.319,238.339
0.32,240.934
0.321,243.329
0.322,246.616
0.323,254.155
0.324,258.396
0.325,259.235
0.326,260.028
0.327,260.594
0.328,261.683
0.329,260.839
0.33,259.985
0.331,257.031
0.332,254.426
0.333,247.432
0.334,237.532
0.335,224.069
0.336,212.129
0.337,205.735
0.338,193.471
0.339,175.06
0.34,171.707
0.341,171.818
0.342,171.657
0.343,171.885
0.344,172.124
0.345,172.525
0.346,173.705
0.347,174.438
0.348,175.281
0.349,177.132
0.35,176.076
0.351,179.735
0.352,181.8
0.353,177.5
0.354,176.598
0.355,175.946
0.356,175.552
0.357,175.745
0.358,175.967
0.359,176.6
0.36,177.235
0.361,178.106
0.362,178.98
0.363,180.031
0.364,181.196
0.365,182.81
0.366,184.346
0.367,183.48
0.368,184.864
0.369,185.995
0.37,186.203
0.371,192.096
0.372,195.992
0.373,196.94
0.374,197.42
0.375,195.511
0.376,191.901
0.377,194.496
0.378,199.56
0.379,201.65
0.38,204.865
0.381,206.23
0.382,208.058
0.383,208.801
0.384,209.463
0.385,211.402
0.386,213.308
0.387,213.841
0.388,213.886
0.389,216.849
0.39,218.738
0.391,221.219
0.392,224.115
0.393,226.922
0.394,230.332
0.395,233.895
0.396,237.713
0.397,241.079
0.398,245.105
0.399,251.394
0.4,258.599
0.401,260.738
0.402,262.984
0.403,265.663
0.404,267.271
0.405,267.508
0.406,267.512
0.407,267.146
0.408,267.001
0.409,266.685
0.41,266.165
0.411,264.62
0.412,262.928
0.413,260.905
0.414,258.549
0.415,254.431
0.416,246.832
0.417,238.245
0.418,235.896
0.419,233.476
0.42,232.456
0.421,227.534
0.422,221.411
0.423,216.118
0.424,208.173
0.425,201.026
0.426,192.815
0.427,188.463
0.428,183.363
0.429,173.702
0.43,173.742
0.431,173.804
0.432,173.902
0.433,173.904
0.434,173.777
0.435,173.481
0.436,173.115
0.437,172.834
0.438,172.585
0.439,172.482
0.44,172.384
0.441,172.339
0.442,172.549
0.443,173.983
0.444,182.659
0.445,183.849
0.446,181.872
0.447,177.835
0.448,178.284
0.449,179.122
0.45,179.431
0.451,177.185
0.452,172.999
0.453,173.205
0.454,173.967
0.455,177.089
0.456,173.959
0.457,173.693
0.458,173.938
0.459,174.546
0.46,175.354
0.461,177.06
0.462,183.915
0.463,184.188
0.464,178.085
0.465,179.797
0.466,182.129
0.467,188.663
0.468,196.77
0.469,198.889
0.47,201.446
0.471,206.669
0.472,208.303
0.473,210.151
0.474,212.384
0.475,214.306
0.476,217.369
0.477,219.927
0.478,223.529
0.479,226.068
0.48,228.986
0.481,232.142
0.482,236.211
0.483,239.245
0.484,243.21
0.485,251.281
0.486,255.38
0.487,255.304
0.488,255.193
0.489,253.8
0.49,251.113
0.491,239.535
0.492,236.984
0.493,235.757
0.494,234.653
0.495,234.623
0.496,234.869
0.497,235.325
0.498,236.244
0.499,235.848
0.5,235.27
0.501,233.055
0.502,232.631
0.503,228.965
0.504,227.168
0.505,225.563
0.506,222.151
0.507,221.25
0.508,219.646
0.509,218.917
0.51,217.619
0.511,218.271
0.512,218.455
0.513,219.115
0.514,220.221
0.515,221.659
0.516,223.093
0.517,224.851
0.518,226.928
0.519,228.109
0.52,229.791
0.521,230.831
0.522,232.202
0.523,233.012
0.524,233.42
0.525,233.004
0.526,232.473
0.527,229.818
0.528,229.819
0.529,220.575
0.53,208.45
0.531,205.6
0.532,197.122
0.533,196.109
0.534,192.925
0.535,191.344
0.536,184.832
0.537,180.227
0.538,182.137
0.539,183.471
0.54,179.723
0.541,179.749
0.542,179.557
0.543,179.095
0.544,178.688
0.545,178.936
0.546,179.924
0.547,185.956
0.548,195.039
0.549,195.214
0.55,197.956
0.551,202.037
0.552,207.188
0.553,208.028
0.554,209.618
0.555,209.685
0.556,208.826
0.557,208.284
0.558,207.697
0.559,209.526
0.56,211.907
0.561,215.504
0.562,221.394
0.563,223.081
0.564,225.692
0.565,226.253
0.566,228.036
0.567,230.344
0.568,232.378
0.569,234.991
0.57,237.504
0.571,238.31
0.572,242.716
0.573,255.261
0.574,257.385
0.575,259.248
0.576,256.633
0.577,254.568
0.578,248.242
0.579,243.462
0.58,232.637
0.581,219.815
0.582,210.748
0.583,208.461
0.584,209.741
0.585,211.709
0.586,211.204
0.587,215.306
0.588,218.801
0.589,220.821
0.59,222.196
0.591,223.472
0.592,224.754
0.593,226.37
0.594,227.28
0.595,228.027
0.596,227.543
0.597,225.264
0.598,222.791
0.599,224.702
0.6,233.08
0.601,234.892
0.602,236.293
0.603,237.436
0.604,238.293
0.605,239.782
0.606,241.719
0.607,243.573
0.608,246.426
0.609,247.683
0.61,249.196
0.611,249.71
0.612,250.08
0.613,249.322
0.614,248.686
0.615,247.057
0.616,246.38
0.617,241.293
0.618,234.686
0.619,228.302
0.62,219.762
0.621,215.313
0.622,207.43
0.623,201.524
0.624,199.711
0.625,198.73
0.626,191.111
0.627,187.825
0.628,184.785
0.629,182.681
0.63,182.419
0.631,180.302
0.632,180.32
0.633,180.254
0.634,180.022
0.635,179.704
0.636,179.475
0.637,179.236
0.638,179.119
0.639,178.902
0.64,178.822
0.641,178.816
0.642,179.254
0.643,180.632
0.644,186.771
0.645,187.263
0.646,186.714
0.647,186.035
0.648,186.645
0.649,186.36
0.65,184.646
0.651,185.022
0.652,184.714
0.653,181.293
0.654,180.682
0.655,180.507
0.656,182.203
0.657,181.127
0.658,182.155
0.659,179.82
0.66,176.964
0.661,177.312
0.662,180.326
0.663,179.186
0.664,183.754
0.665,180.198
0.666,181.114
0.667,182.06
0.668,183.189
0.669,186.624
0.67,194.2
0.671,196.333
0.672,199.235
0.673,200.923
0.674,203.888
0.675,205.856
0.676,208.271
0.677,209.753
0.678,210.592
0.679,211.831
0.68,213.288
0.681,214.966
0.682,217.693
0.683,220.748
0.684,224.903
0.685,225.859
0.686,233.559
0.687,238.714
0.688,242.012
0.689,247.136
0.69,254.298
0.691,264.508
0.692,265.333
0.693,266.064
0.694,265.876
0.695,265.566
0.696,264.984
0.697,262.129
0.698,257.415
0.699,245.013
0.7,242.301
0.701,240.329
0.702,238.354
0.703,236.639
0.704,234.822
0.705,233.567
0.706,233.211
0.707,230.645
0.708,228.565
0.709,225.379
0.71,221.328
0.711,215.712
0.712,210.077
0.713,204.288
0.714,199.443
0.715,192.909
0.716,183.701
0.717,181.343
0.718,182.33
0.719,184.851
0.72,187.477
0.721,190.139
0.722,193.117
0.723,197.643
0.724,203.153
0.725,210.587
0.726,212.474
0.727,219.34
0.728,226.098
0.729,226.897
0.73,227.586
0.731,226.691
0.732,226.54
0.733,226.055
0.734,224.439
0.735,222.544
0.736,218.727
0.737,216.324
0.738,209.775
0.739,203.792
0.74,196.647
0.741,192.992
0.742,188.845
0.743,185.688
0.744,182.704
0.745,181.382
0.746,181.592
0.747,183.994
0.748,187.857
0.749,191.399
0.75,196.886
0.751,197.914
0.752,200.387
0.753,201.526
0.754,204.354
0.755,206.616
0.756,209.14
0.757,212.171
0.758,213.502
0.759,214.621
0.76,215.947
0.761,216.101
0.762,217.393
0.763,220.132
0.764,220.774
0.765,217.587
0.766,219.535
0.767,221.246
0.768,222.562
0.769,226.622
0.77,230.843
0.771,233.445
0.772,240.113
0.773,243.352
0.774,244.459
