time_ma,co2_ppm
0,295.704
0.001,296.91
0.002,296.234
0.003,291.078
0.004,285.842
0.005,273.764
0.006,271.259
0.007,268.87
0.008,268.074
0.009,258.488
0.01,247.536
0.011,235.355
0.012,221.581
0.013,215.095
0.014,206.386
0.015,199.328
0.016,197.475
0.017,189.693
0.018,180.167
0.019,179.412
0.02,179.152
0.021,179.373
0.022,179.454
0.023,179.727
0.024,180.109
0.025,180.278
0.026,180.593
0.027,181.169
0.028,182.617
0.029,183.804
0.03,185.136
0.031,186.571
0.032,190.795
0.033,197.554
0.034,196.506
0.035,194.75
0.036,190.17
0.037,191.153
0.038,194.667
0.039,200.21
0.04,199.872
0.041,199.638
0.042,200.628
0.043,200.427
0.044,203.913
0.045,207.024
0.046,209.04
0.047,207.024
0.048,206.543
0.049,200.499
0.05,195.641
0.051,199.971
0.052,201.066
0.053,200.726
0.054,201.651
0.055,193.36
0.056,203.998
0.057,204.108
0.058,201.11
0.059,199.162
0.06,187.216
0.061,186.435
0.062,186.471
0.063,187.616
0.064,189.201
0.065,190.237
0.066,192.042
0.067,194.283
0.068,197.954
0.069,199.486
0.07,205.597
0.071,219.009
0.072,220.835
0.073,222.723
0.074,228.646
0.075,229.535
0.076,229.978
0.077,231.109
0.078,230.948
0.079,235.279
0.08,237.887
0.081,240.398
0.082,242.011
0.083,239.637
0.084,236.109
0.085,232.737
0.086,230.028
0.087,227.854
0.088,228.853
0.089,230.022
0.09,231.708
0.091,235.043
0.092,237.038
0.093,238.771
0.094,240.931
0.095,242.431
0.096,242.505
0.097,241.548
0.098,240.209
0.099,238.959
0.1,237.793
0.101,235.395
0.102,233.383
0.103,233.485
0.104,233.376
0.105,230.228
0.106,227.498
0.107,225.669
0.108,224.653
0.109,226.227
0.11,228.533
0.111,231.992
0.112,237.781
0.113,240.876
0.114,244.657
0.115,249.692
0.116,255.413
0.117,260.091
0.118,266.096
0.119,272.061
0.12,278.484
0.121,285.15
0.122,297.844
0.123,301.912
0.124,302.685
0.125,295.284
0.126,287.654
0.127,268.608
0.128,257.394
0.129,244.888
0.13,231.167
0.131,228.219
0.132,221.372
0.133,205.761
0.134,197.97
0.135,195.362
0.136,193.742
0.137,192.752
0.138,189.499
0.139,186.56
0.14,185.326
0.141,182.379
0.142,181.581
0.143,181.917
0.144,184.975
0.145,188.296
0.146,188.477
0.147,188.363
0.148,190.936
0.149,188.752
0.15,188.74
0.151,189.528
0.152,187.061
0.153,183.456
0.154,182.279
0.155,187.4
0.156,186.414
0.157,192.176
0.158,190.635
0.159,190.283
0.16,190.816
0.161,191.096
0.162,190.909
0.163,189.831
0.164,185.704
0.165,190.332
0.166,187.259
0.167,193.633
0.168,193.786
0.169,195.613
0.17,190.402
0.171,190.395
0.172,190.544
0.173,190.412
0.174,193.789
0.175,194.256
0.176,194.627
0.177,191.279
0.178,187.358
0.179,182.211
0.18,182.53
0.181,187.014
0.182,185.311
0.183,188.204
0.184,192.226
0.185,202.767
0.186,218.271
0.187,221.003
0.188,224.343
0.189,227.759
0.19,230.285
0.191,232.981
0.192,236.971
0.193,239.76
0.194,243.368
0.195,243.968
0.196,244.683
0.197,246.258
0.198,248.074
0.199,250.488
0.2,252.948
0.201,252.889
0.202,251.602
0.203,249.449
0.204,247.665
0.205,247.321
0.206,247.653
0.207,250.075
0.208,253.963
0.209,256.207
0.21,257.725
0.211,257.516
0.212,258.909
0.213,258.414
0.214,259.035
0.215,256.653
0.216,251.856
0.217,246.012
0.218,237.116
0.219,224.328
0.22,215.193
0.221,212.456
0.222,208.186
0.223,208.114
0.224,209.275
0.225,216.892
0.226,221.899
0.227,225.422
0.228,228.769
0.229,231.698
0.23,235.266
0.231,238.001
0.232,240.498
0.233,243.446
0.234,247.931
0.235,253.517
0.236,260.661
0.237,263.897
0.238,267.743
0.239,266.514
0.24,264.096
0.241,256.098
0.242,247.225
0.243,241.334
0.244,233.93
0.245,227.799
0.246,221.152
0.247,217.046
0.248,212.773
0.249,208.894
0.25,204.947
0.251,203.993
0.252,201.232
0.253,199.344
0.254,198.89
0.255,204.873
0.256,209.713
0.257,210.209
0.258,210.766
0.259,211.202
0.26,211.149
0.261,210.231
0.262,210.12
0.263,207.864
0.264,201.161
0.265,189.592
0.266,189.445
0.267,189.385
0.268,189.235
0.269,189.637
0.27,189.987
0.271,191.095
0.272,192.154
0.273,193.94
0.274,196.005
0.275,199.086
0.276,202.669
0.277,203.393
0.278,209.293
0.279,220.275
0.28,233.954
0.281,236.809
0.282,239.842
0.283,242.392
0.284,245.054
0.285,243.891
0.286,241.865
0.287,238.311
0.288,233.157
0.289,228.232
0.29,223.444
0.291,218.848
0.292,215.941
0.293,214.553
0.294,213.236
0.295,214.466
0.296,216.372
0.297,219.988
0.298,223.145
0.299,224.728
0.3,226.087
0.301,228.306
0.302,230.225
0.303,231.8
0.304,233.984
0.305,235.789
0.306,237.77
0.307,239.839
0.308,242.404
0.309,244.815
0.31,247.335
0.311,247.89
