time_ma,co2_ppm
0,312.679
0.001,313.396
0.002,312.125
0.003,306.154
0.004,300.183
0.005,287.276
0.006,284.31
0.007,281.457
0.008,280.222
0.009,269.849
0.01,258.001
0.011,244.907
0.012,230.261
0.013,223.462
0.014,214.41
0.015,207.021
0.016,205.116
0.017,197.078
0.018,187.314
0.019,186.626
0.02,186.391
0.021,186.625
0.022,186.838
0.023,187.114
0.024,187.576
0.025,187.815
0.026,188.206
0.027,188.906
0.028,190.492
0.029,191.836
0.03,193.282
0.031,194.938
0.032,199.353
0.033,206.3
0.034,205.208
0.035,203.4
0.036,198.82
0.037,199.797
0.038,203.494
0.039,209.233
0.04,208.913
0.041,208.854
0.042,209.983
0.043,209.785
0.044,213.475
0.045,216.674
0.046,218.764
0.047,216.836
0.048,216.155
0.049,209.786
0.05,204.797
0.051,209.258
0.052,210.466
0.053,210.343
0.054,211.197
0.055,202.661
0.056,213.641
0.057,213.686
0.058,210.494
0.059,208.483
0.06,196.139
0.061,195.418
0.062,195.473
0.063,196.928
0.064,198.738
0.065,200.044
0.066,202.084
0.067,204.67
0.068,208.656
0.069,210.516
0.07,217.153
0.071,231.147
0.072,233.175
0.073,235.107
0.074,241.44
0.075,242.376
0.076,242.813
0.077,243.915
0.078,243.867
0.079,248.403
0.08,251.097
0.081,253.768
0.082,255.299
0.083,252.632
0.084,248.749
0.085,245.138
0.086,242.113
0.087,239.996
0.088,241.144
0.089,242.262
0.09,244.112
0.091,247.571
0.092,249.645
0.093,251.369
0.094,253.75
0.095,255.357
0.096,255.034
0.097,254.061
0.098,252.624
0.099,250.941
0.1,249.668
0.101,247.315
0.102,245.183
0.103,244.923
0.104,244.761
0.105,241.542
0.106,238.605
0.107,236.667
0.108,235.736
0.109,237.327
0.11,239.887
0.111,243.549
0.112,249.579
0.113,252.672
0.114,256.691
0.115,261.766
0.116,267.635
0.117,272.332
0.118,278.377
0.119,284.458
0.12,291.038
0.121,297.927
0.122,310.932
0.123,314.723
0.124,314.801
0.125,306.488
0.126,297.906
0.127,277.832
0.128,265.857
0.129,252.55
0.13,238.001
0.131,234.765
0.132,227.512
0.133,211.477
0.134,203.714
0.135,200.97
0.136,199.344
0.137,198.334
0.138,194.978
0.139,192.045
0.14,190.819
0.141,187.821
0.142,186.882
0.143,187.386
0.144,190.593
0.145,193.96
0.146,194.173
0.147,194.077
0.148,196.698
0.149,194.482
0.15,194.504
0.151,195.314
0.152,192.818
0.153,189.212
0.154,188.04
0.155,193.284
0.156,192.321
0.157,198.229
0.158,196.671
0.159,196.359
0.16,197.009
0.161,197.407
0.162,197.258
0.163,196.244
0.164,192.108
0.165,196.912
0.166,194.022
0.167,200.667
0.168,200.815
0.169,202.68
0.17,197.449
0.171,197.523
0.172,197.748
0.173,197.594
0.174,201.023
0.175,201.568
0.176,201.937
0.177,198.502
0.178,194.465
0.179,189.362
0.18,190.039
0.181,194.852
0.182,193.275
0.183,196.502
0.184,200.931
0.185,212.084
0.186,228.375
0.187,231.232
0.188,234.854
0.189,238.446
0.19,241.182
0.191,244.036
0.192,248.167
0.193,251.144
0.194,254.763
0.195,255.332
0.196,256.125
0.197,257.729
0.198,259.779
0.199,262.265
0.2,264.52
0.201,264.323
0.202,262.82
0.203,260.428
0.204,258.597
0.205,258.24
0.206,258.483
0.207,261.01
0.208,265.042
0.209,267.488
0.21,268.982
0.211,268.492
0.212,269.651
0.213,269.005
0.214,269.461
0.215,266.762
0.216,261.555
0.217,255.325
0.218,245.918
0.219,232.555
0.22,223.222
0.221,220.332
0.222,215.838
0.223,215.866
0.224,217.174
0.225,225.103
0.226,230.243
0.227,233.861
0.228,237.357
0.229,240.444
0.23,244.023
0.231,247.006
0.232,249.518
0.233,252.518
0.234,257.045
0.235,262.839
0.236,270.081
0.237,273.157
0.238,276.866
0.239,275.308
0.24,272.459
0.241,263.953
0.242,254.647
0.243,248.447
0.244,240.658
0.245,234.233
0.246,227.252
0.247,222.912
0.248,218.461
0.249,214.36
0.25,210.313
0.251,209.37
0.252,206.564
0.253,204.622
0.254,204.314
0.255,210.455
0.256,215.343
0.257,215.801
0.258,216.291
0.259,216.662
0.26,216.584
0.261,215.71
0.262,215.431
0.263,213.032
0.264,206.066
0.265,194.271
0.266,194.179
0.267,194.22
0.268,194.17
0.269,194.701
0.27,195.178
0.271,196.456
0.272,197.736
0.273,199.719
0.274,201.952
0.275,205.279
0.276,209.071
0.277,209.986
0.278,216.259
0.279,227.675
0.28,241.729
0.281,244.575
0.282,247.72
0.283,250.417
0.284,253.169
0.285,251.807
0.286,249.63
0.287,245.846
0.288,240.436
0.289,235.279
0.29,230.279
0.291,225.632
0.292,222.448
0.293,221.037
0.294,219.737
0.295,221.025
0.296,222.977
0.297,226.764
0.298,230.022
0.299,231.725
0.3,233.015
0.301,235.47
0.302,237.388
0.303,239.075
0.304,241.263
0.305,243.258
0.306,245.273
0.307,247.411
0.308,250.134
0.309,252.428
0.31,255.092
0.311,255.638
0.312,256.904
0.313,258.184
0.314,258.975
0.315,259.767
0.316,260.485
0.317,261.219
0.318,262.663
0.319,265.148
0.32,268.38
0.321,272.144
0.322,276.411
0.323,281.325
0.324,286.833
0.325,293.71
0.326,305.912
0.327,305.552
0.328,304.941
0.329,301.17
0.33,297.65
0.331,291.628
0.332,279.893
0.333,265.823
0.334,253.437
0.335,243.789
0.336,231.946
0.337,225.789
0.338,213.339
0.339,192.483
0.34,187.348
0.341,185.41
0.342,184.046
0.343,184.007
0.344,183.869
0.345,184.564
0.346,186.249
0.347,187.129
0.348,188.499
0.349,190.46
0.35,189.389
0.351,193.494
0.352,195.954
0.353,192.054
0.354,191.753
0.355,190.835
0.356,190.321
0.357,190.484
0.358,190.586
0.359,191.134
0.36,191.66
0.361,192.701
0.362,193.588
0.363,194.881
0.364,196.346
0.365,198.208
0.366,200.074
0.367,199.269
0.368,200.897
0.369,202.161
0.37,202.415
0.371,208.821
0.372,213.04
0.373,214.017
0.374,214.628
0.375,212.854
0.376,209.152
0.377,211.984
0.378,217.413
0.379,219.912
0.38,223.324
0.381,224.81
0.382,226.862
0.383,227.766
0.384,228.38
0.385,230.795
0.386,233.409
0.387,234.582
0.388,235.138
0.389,238.438
0.39,240.28
0.391,242.477
0.392,245.436
0.393,248.992
0.394,253.19
0.395,258.109
0.396,263.508
0.397,268.853
0.398,274.752
0.399,280.802
0.4,287.261
0.401,297.892
0.402,312.439
0.403,316.249
0.404,318.18
0.405,317.402
0.406,316.87
0.407,315.725
0.408,314.501
0.409,312.118
0.41,309.048
0.411,304.152
0.412,298.541
0.413,285.134
0.414,281.859
0.415,277.188
0.416,272.373
0.417,266.586
0.418,261.456
0.419,256.678
0.42,253.699
0.421,247.175
0.422,239.551
0.423,232.505
0.424,222.758
0.425,216.535
0.426,209.106
0.427,203.113
0.428,196.484
0.429,184.907
0.43,184.002
0.431,183.666
0.432,183.128
0.433,182.926
0.434,182.561
0.435,182.378
0.436,182.018
0.437,182.01
0.438,182.212
0.439,182.339
0.44,182.625
0.441,182.53
0.442,182.674
0.443,184.356
0.444,193.601
0.445,194.749
0.446,192.698
0.447,188.593
0.448,189.338
0.449,190.101
0.45,190.117
0.451,187.729
0.452,183.406
0.453,183.684
0.454,184.586
0.455,187.967
0.456,184.892
0.457,184.546
0.458,184.751
0.459,185.517
0.46,186.414
0.461,188.483
0.462,195.885
0.463,196.465
0.464,190.122
0.465,192.238
0.466,194.946
0.467,201.866
0.468,210.384
0.469,212.678
0.47,215.511
0.471,220.81
0.472,222.363
0.473,223.914
0.474,225.842
0.475,227.797
0.476,231.04
0.477,233.949
0.478,238.015
0.479,240.676
0.48,243.462
0.481,246.473
0.482,250.274
0.483,253.114
0.484,256.545
0.485,258.889
0.486,261.555
0.487,263.887
0.488,266.825
0.489,269.097
0.49,270.199
0.491,268.457
0.492,265.08
0.493,261.42
0.494,258.209
0.495,257.502
0.496,257.188
0.497,257.791
0.498,258.727
0.499,257.769
0.5,256.793
0.501,254.223
0.502,253.682
0.503,250.256
0.504,248.533
0.505,245.386
0.506,240.874
0.507,238.888
0.508,236.292
0.509,234.78
0.51,232.582
0.511,232.624
0.512,232.195
0.513,232.757
0.514,233.784
0.515,235.874
0.516,238.012
0.517,240.115
0.518,242.511
0.519,243.722
0.52,245.535
0.521,246.96
0.522,248.533
0.523,248.84
0.524,248.68
0.525,247.703
0.526,246.746
0.527,243.394
0.528,243.344
0.529,233.978
0.53,221.37
0.531,218.858
0.532,210.147
0.533,209.354
0.534,206.309
0.535,203.351
0.536,195.328
0.537,189.649
0.538,190.655
0.539,191.91
0.54,187.724
0.541,187.719
0.542,187.626
0.543,187.393
0.544,187.062
0.545,187.044
0.546,187.897
0.547,194.069
0.548,203.304
0.549,203.591
0.55,206.452
0.551,210.82
0.552,216.478
0.553,217.59
0.554,219.47
0.555,219.861
0.556,219.212
0.557,218.704
0.558,217.966
0.559,219.861
0.56,222.386
0.561,225.859
0.562,231.813
0.563,233.916
0.564,237.264
0.565,238.299
0.566,240.407
0.567,242.085
0.568,243.527
0.569,245.462
0.57,247.189
0.571,247.127
0.572,248.555
0.573,254.822
0.574,260.105
0.575,264.495
0.576,263.883
0.577,263.236
0.578,257.894
0.579,252.763
0.58,243.178
0.581,235.527
0.582,223.144
0.583,218.576
0.584,218.091
0.585,219.939
0.586,219.081
0.587,223.292
0.588,226.931
0.589,229.04
0.59,230.415
0.591,231.915
0.592,233.607
0.593,235.906
0.594,237.49
0.595,238.84
0.596,238.525
0.597,234.999
0.598,231.609
0.599,232.405
0.6,240.251
0.601,242.807
0.602,244.803
0.603,247.183
0.604,249.198
0.605,250.849
0.606,252.907
0.607,255.176
0.608,258.839
0.609,262.03
0.61,265.515
0.611,267.906
0.612,269.388
0.613,267.485
0.614,265.79
0.615,262.684
0.616,260.227
0.617,252.399
0.618,243.662
0.619,235.148
0.62,224.871
0.621,221.662
0.622,214.447
0.623,207.85
0.624,205.62
0.625,203.801
0.626,195.204
0.627,190.988
0.628,187.117
0.629,184.586
0.63,183.617
0.631,181.011
0.632,180.787
0.633,180.644
0.634,180.451
0.635,180.392
0.636,180.491
0.637,180.317
0.638,180.255
0.639,180.18
0.64,180.145
0.641,180.271
0.642,180.852
0.643,182.525
0.644,189.226
0.645,189.625
0.646,189.174
0.647,188.722
0.648,189.534
0.649,189.237
0.65,187.341
0.651,187.638
0.652,187.16
0.653,183.533
0.654,182.721
0.655,182.581
0.656,184.43
0.657,183.323
0.658,184.632
0.659,181.819
0.66,178.367
0.661,178.584
0.662,181.714
0.663,180.73
0.664,185.581
0.665,182.115
0.666,183.349
0.667,184.611
0.668,186.062
0.669,189.934
0.67,197.893
0.671,200.343
0.672,203.392
0.673,204.945
0.674,207.789
0.675,209.572
0.676,211.907
0.677,213.26
0.678,214.022
0.679,215.199
0.68,216.765
0.681,218.468
0.682,221.454
0.683,224.153
0.684,228.141
0.685,228.755
0.686,236.156
0.687,240.952
0.688,243.437
0.689,247.814
0.69,252.509
0.691,255.115
0.692,257.46
0.693,259.55
0.694,260.905
0.695,262.921
0.696,264.817
0.697,264.436
0.698,262.814
0.699,259.962
0.7,256.847
0.701,254.036
0.702,251.052
0.703,248.365
0.704,245.145
0.705,242.453
0.706,240.49
0.707,236.61
0.708,233.597
0.709,230.252
0.71,226.209
0.711,221.716
0.712,216.875
0.713,209.901
0.714,204.113
0.715,196.022
0.716,185.552
0.717,182.631
0.718,182.884
0.719,184.964
0.72,187.077
0.721,189.697
0.722,192.592
0.723,197.337
0.724,203.273
0.725,211.087
0.726,213.216
0.727,220.274
0.728,227.564
0.729,229.051
0.73,230.444
0.731,229.96
0.732,230.097
0.733,229.238
0.734,227.54
0.735,224.842
0.736,220.386
0.737,217.637
0.738,211.007
0.739,205.958
0.74,199.525
0.741,196.231
0.742,192.556
0.743,188.053
0.744,183.911
0.745,181.369
0.746,180.796
0.747,183.205
0.748,186.868
0.749,190.675
0.75,196.399
0.751,197.43
0.752,200.007
0.753,200.985
0.754,203.635
0.755,205.751
0.756,208.012
0.757,211.037
0.758,212.445
0.759,213.982
0.76,215.687
0.761,215.877
0.762,217.07
0.763,220.083
0.764,220.737
0.765,217.282
0.766,219.172
0.767,221.073
0.768,222.46
0.769,226.604
0.77,231.05
0.771,234.194
0.772,241.683
0.773,245.696
0.774,247.571
0.775,249.527
0.776,251.841
0.777,254.874
0.778,255.203
0.779,254.368
0.78,255.006
0.781,256.578
0.782,256.462
0.783,254.153
0.784,253.043
0.785,248.423
0.786,242.369
0.787,233.374
0.788,220.949
0.789,216.216
0.79,210.214
0.791,202.361
0.792,194.226
0.793,188.843
0.794,183.671
0.795,183.41
0.796,176.751
0.797,176.581
0.798,176.577
0.799,177.193
0.8,178.814
0.801,180.63
0.802,182.42
0.803,184.304
0.804,186.031
0.805,187.796
0.806,189.611
0.807,191.478
0.808,193.431
0.809,195.532
0.81,198.055
0.811,201.286
0.812,211.849
0.813,216.771
0.814,219.631
0.815,221.104
0.816,223.563
0.817,224.943
0.818,227.25
0.819,225.24
0.82,227.322
0.821,226.271
0.822,228.914
0.823,228.01
0.824,226.346
0.825,225.837
0.826,224.567
0.827,223.121
0.828,220.053
0.829,225.054
0.83,224.64
0.831,224.945
0.832,223.225
0.833,224.426
0.834,227.13
0.835,228.758
0.836,230.691
0.837,231.228
0.838,233.079
0.839,234.101
0.84,236.869
0.841,240.475
0.842,242.769
0.843,244.599
0.844,242.49
0.845,243.881
0.846,248.383
0.847,251.625
0.848,252.763
0.849,253.597
0.85,254.394
0.851,252.287
0.852,253.242
0.853,255.289
0.854,256.426
0.855,259.823
0.856,262.429
0.857,263.632
0.858,264.434
0.859,261.428
0.86,259.776
0.861,256.06
0.862,251.009
0.863,241.438
0.864,234.723
0.865,229.518
0.866,221.251
0.867,217.387
0.868,213.232
0.869,207.972
0.87,202.183
0.871,197.892
0.872,197.302
0.873,196.029
0.874,192.145
0.875,189.836
0.876,190.612
0.877,190.182
0.878,194.666
0.879,195.468
0.88,198.246
0.881,198.663
0.882,199.173
0.883,200.377
0.884,201.86
0.885,200.914
0.886,199.241
0.887,198.509
0.888,195.584
0.889,196.373
0.89,196.228
0.891,194.081
0.892,194.484
0.893,196.258
0.894,197.665
0.895,198.905
0.896,196.427
0.897,200.45
0.898,198.119
0.899,200.31
0.9,203.099
0.901,208.804
0.902,215.502
0.903,218.387
0.904,219.812
0.905,221.2
0.906,222.497
0.907,222.757
0.908,221.875
0.909,219.572
0.91,213.333
0.911,209.04
0.912,206.902
0.913,204.585
0.914,201.558
0.915,198.484
0.916,195.084
0.917,191.181
0.918,187.254
0.919,185.292
0.92,184.053
0.921,187.075
0.922,192.993
0.923,191.893
0.924,196.881
0.925,196.064
0.926,204.573
0.927,209.437
0.928,213.065
0.929,214.745
0.93,216.39
0.931,221.718
0.932,224.455
0.933,228.963
0.934,231.335
0.935,232.732
0.936,234.089
0.937,235.515
0.938,237.11
0.939,239.078
0.94,241.437
0.941,243.953
0.942,246.718
0.943,249.064
0.944,251.552
0.945,253.217
0.946,255.159
0.947,257.005
0.948,258.982
0.949,262.027
0.95,265.237
0.951,266.523
0.952,268.426
0.953,268.138
0.954,267.17
0.955,261.072
0.956,251.842
0.957,244.43
0.958,237.295
0.959,228.412
0.96,220.891
0.961,215.195
0.962,207.714
0.963,210.643
0.964,211.405
0.965,210.732
0.966,210.444
0.967,210.652
0.968,209.103
0.969,211.664
0.97,210.739
0.971,215.264
0.972,223.938
0.973,230.884
0.974,236.819
0.975,238.262
0.976,239.086
0.977,237.54
0.978,241.588
0.979,240.647
0.98,238.055
0.981,233.619
0.982,228.706
0.983,224.324
0.984,219.818
0.985,218.795
0.986,217.241
0.987,217.513
0.988,217.669
0.989,214.378
0.99,218.747
0.991,221.596
0.992,224.506
0.993,226.322
0.994,229.375
0.995,232.694
0.996,235.293
0.997,235.088
0.998,233.981
0.999,231.776
1,228.6
1.001,224.85
1.002,220.701
1.003,217.838
1.004,213.647
1.005,211.857
1.006,210.049
1.007,212.219
1.008,213.209
1.009,215.813
1.01,217.648
1.011,221.712
1.012,223.59
1.013,225.859
1.014,229.534
1.015,233.378
1.016,237.036
1.017,240.442
1.018,242.737
1.019,243.267
1.02,243.776
1.021,244.684
1.022,248.106
1.023,249.669
1.024,250.06
1.025,246.637
1.026,242.471
1.027,238.948
1.028,234.08
1.029,230.771
1.03,226.851
1.031,222.39
1.032,217.381
1.033,213.868
1.034,208.109
1.035,204.556
1.036,201.142
1.037,200.144
1.038,199.17
1.039,199.018
1.04,192.054
1.041,192.861
1.042,200.085
1.043,201.862
1.044,205.081
1.045,204.705
1.046,201.979
1.047,201.028
1.048,195.43
1.049,196.498
1.05,192.114
1.051,192.574
1.052,193.069
1.053,194.655
1.054,196.406
1.055,198.642
1.056,201.239
1.057,204.563
1.058,211.01
1.059,223.544
1.06,229.38
1.061,232.419
1.062,236.611
1.063,241.794
1.064,247.321
1.065,252.508
1.066,257.845
1.067,262.627
1.068,267.684
1.069,271.012
1.07,272.749
1.071,272.367
1.072,273.805
1.073,271.838
1.074,268.924
1.075,264.924
1.076,261.888
1.077,259.432
1.078,257.438
1.079,253.157
1.08,248.607
1.081,246.874
1.082,244.309
1.083,242.312
1.084,239.943
1.085,237.12
1.086,232.264
1.087,230.106
1.088,229.841
1.089,230.377
1.09,226.608
1.091,225.684
1.092,224.653
1.093,223.044
1.094,221.331
1.095,218.516
1.096,215.905
1.097,215.476
1.098,214.337
1.099,216.663
1.1,218.705
1.101,222.237
1.102,225.093
1.103,229.178
1.104,233.036
1.105,238.643
1.106,243.77
1.107,244.408
1.108,245.516
1.109,244.432
1.11,240.9
1.111,238.189
1.112,233.783
1.113,228.656
1.114,224.275
1.115,219.943
1.116,216.633
1.117,213.134
1.118,206.921
1.119,201.73
1.12,198.589
1.121,190.726
1.122,191.58
1.123,196.531
1.124,196.289
1.125,197.585
1.126,198.879
1.127,200.194
1.128,201.303
1.129,203.503
1.13,205.702
1.131,208.786
1.132,212.379
1.133,213.292
1.134,213.711
1.135,214.781
1.136,216.733
1.137,218.027
1.138,220.315
1.139,223.36
1.14,226.523
1.141,227.115
1.142,228.095
1.143,227.669
1.144,227.946
1.145,229.452
1.146,231.01
1.147,230.792
1.148,232.118
1.149,232.835
1.15,233.112
1.151,239.304
1.152,241.011
1.153,240.305
1.154,241.314
1.155,243.769
1.156,246.25
1.157,246.991
1.158,250.237
1.159,252.002
1.16,253.964
1.161,254.485
1.162,254.999
1.163,254.753
1.164,254.948
1.165,255.215
1.166,255.885
1.167,256.532
1.168,256.893
1.169,254.476
1.17,251.259
1.171,249.166
1.172,246.814
1.173,245.976
1.174,245.146
1.175,245.387
1.176,245.642
1.177,246.88
1.178,248.208
1.179,248.102
1.18,248.608
1.181,249.064
1.182,249.775
1.183,249.245
1.184,250.026
1.185,248.368
1.186,245.555
1.187,241.055
1.188,235.975
1.189,232.376
1.19,227.064
1.191,221.244
1.192,217.017
1.193,216.479
1.194,214.016
1.195,210.797
1.196,207.976
1.197,207.193
1.198,206.51
1.199,206.166
1.2,206.92
1.201,207.805
1.202,208.347
1.203,208.759
1.204,209.716
1.205,209.676
1.206,209.724
1.207,210.013
1.208,210.239
1.209,210.788
1.21,210.45
1.211,214.337
1.212,215.168
1.213,215.509
1.214,219.468
1.215,221.712
1.216,224.297
1.217,227.146
1.218,229.926
1.219,229.492
1.22,229.46
1.221,231.475
1.222,234.591
1.223,237.62
1.224,239.145
1.225,242.291
1.226,246.642
1.227,250.263
1.228,251.962
1.229,254.492
1.23,256.964
1.231,261.638
1.232,266.45
1.233,268.326
1.234,269.63
1.235,269.754
1.236,270.074
1.237,270.462
1.238,271.606
1.239,269.515
1.24,266.104
1.241,259.118
1.242,251.531
1.243,244.855
1.244,237.371
1.245,229.881
1.246,223.481
1.247,219.557
1.248,215.096
1.249,215.11
1.25,215.244
1.251,216.514
1.252,217.968
1.253,219.119
1.254,220.381
1.255,222.053
1.256,224.07
1.257,226.102
1.258,228.126
1.259,228.02
1.26,227.546
1.261,225.842
1.262,222.683
1.263,218.465
1.264,216.96
1.265,215.644
1.266,211.949
1.267,212.871
1.268,213.824
1.269,215.338
1.27,217.356
1.271,223.579
1.272,228.874
1.273,234.393
1.274,237.442
1.275,240.03
1.276,243.217
1.277,244.576
1.278,245.774
1.279,244.018
1.28,242
1.281,238.201
1.282,231.063
1.283,227.63
1.284,223.941
1.285,218.323
1.286,212.19
1.287,207.8
1.288,204.333
1.289,205.943
1.29,206.555
1.291,208.9
1.292,211.571
1.293,213.502
1.294,215.919
