time_ma,co2_ppm
0,286.872
0.001,286.1
0.002,285.098
0.003,284.373
0.004,284.395
0.005,283.345
0.006,282.074
0.007,279.98
0.008,279.235
0.009,270.013
0.01,258.569
0.011,243.622
0.012,225.405
0.013,217.055
0.014,207.445
0.015,202.326
0.016,202.356
0.017,196.263
0.018,187.821
0.019,187.604
0.02,187.972
0.021,188.305
0.022,188.644
0.023,188.831
0.024,189.021
0.025,189.229
0.026,189.372
0.027,189.84
0.028,191.06
0.029,192.215
0.03,193.753
0.031,195.265
0.032,199.617
0.033,206.297
0.034,205.052
0.035,203.025
0.036,198.191
0.037,199.242
0.038,202.881
0.039,208.779
0.04,208.835
0.041,208.808
0.042,210.294
0.043,210.052
0.044,213.702
0.045,216.834
0.046,218.745
0.047,216.879
0.048,216.176
0.049,209.772
0.05,204.771
0.051,208.953
0.052,209.957
0.053,209.857
0.054,210.598
0.055,202.179
0.056,213.351
0.057,213.504
0.058,210.491
0.059,208.789
0.06,196.735
0.061,196.123
0.062,196.25
0.063,197.721
0.064,199.687
0.065,200.991
0.066,203.196
0.067,206.017
0.068,210.298
0.069,212.274
0.07,219.225
0.071,233.027
0.072,234.829
0.073,236.211
0.074,241.659
0.075,242.118
0.076,242.279
0.077,243.912
0.078,244.137
0.079,248.134
0.08,250.079
0.081,250.849
0.082,250.77
0.083,248.445
0.084,244.95
0.085,243.357
0.086,241.98
0.087,240.864
0.088,242.974
0.089,244.282
0.09,246.082
0.091,248.779
0.092,250.044
0.093,250.142
0.094,250.694
0.095,251.162
0.096,250.346
0.097,249.254
0.098,247.81
0.099,247.198
0.1,246.77
0.101,244.847
0.102,243.239
0.103,243.539
0.104,243.509
0.105,240.79
0.106,238.531
0.107,237.56
0.108,237.427
0.109,239.669
0.11,242.537
0.111,246.213
0.112,252.182
0.113,255.006
0.114,258.38
0.115,262.191
0.116,266.602
0.117,269.515
0.118,274.915
0.119,286.445
0.12,288.937
0.121,290.851
0.122,293.26
0.123,295.039
0.124,295.175
0.125,292.087
0.126,289.218
0.127,280.971
0.128,271.469
0.129,260.723
0.13,241.072
0.131,232.395
0.132,223.558
0.133,210.117
0.134,204.663
0.135,204.228
0.136,204.126
0.137,203.758
0.138,200.915
0.139,198.234
0.14,196.894
0.141,193.706
0.142,192.55
0.143,192.651
0.144,195.303
0.145,198.378
0.146,198.498
0.147,198.207
0.148,200.684
0.149,198.271
0.15,198.317
0.151,199.036
0.152,196.424
0.153,192.769
0.154,191.711
0.155,197.13
