time_ma,co2_ppm
0,309.827
0.001,310.999
0.002,310.132
0.003,304.819
0.004,299.259
0.005,286.751
0.006,284.145
0.007,281.6
0.008,280.704
0.009,270.67
0.01,259.191
0.011,246.497
0.012,232.171
0.013,225.412
0.014,216.319
0.015,208.939
0.016,207.061
0.017,199.042
0.018,189.275
0.019,188.587
0.02,188.293
0.021,188.408
0.022,188.599
0.023,188.795
0.024,189.242
0.025,189.399
0.026,189.649
0.027,190.297
0.028,191.751
0.029,192.998
0.03,194.404
0.031,195.883
0.032,200.276
0.033,207.266
0.034,206.175
0.035,204.332
0.036,199.557
0.037,200.579
0.038,204.209
0.039,209.957
0.04,209.629
0.041,209.403
0.042,210.457
0.043,210.234
0.044,213.842
0.045,217.047
0.046,219.113
0.047,217.085
0.048,216.611
0.049,210.301
0.05,205.246
0.051,209.673
0.052,210.78
0.053,210.471
0.054,211.421
0.055,202.819
0.056,213.797
0.057,213.874
0.058,210.72
0.059,208.677
0.06,196.313
0.061,195.49
0.062,195.551
0.063,196.751
0.064,198.4
0.065,199.47
0.066,201.375
0.067,203.734
0.068,207.594
0.069,209.215
0.07,215.611
0.071,229.506
0.072,231.419
0.073,233.393
0.074,239.518
0.075,240.429
0.076,240.861
0.077,242.05
0.078,241.937
0.079,246.433
0.08,249.157
0.081,251.687
0.082,253.294
0.083,250.735
0.084,247.011
0.085,243.48
0.086,240.665
0.087,238.472
0.088,239.574
0.089,240.8
0.09,242.585
0.091,246.04
0.092,248.123
0.093,249.864
0.094,252.05
0.095,253.631
0.096,253.624
0.097,252.535
0.098,251.189
0.099,249.834
0.1,248.539
0.101,246.027
0.102,244.011
0.103,244.06
0.104,243.85
0.105,240.573
0.106,237.715
0.107,235.829
0.108,234.786
0.109,236.425
0.11,238.88
0.111,242.489
0.112,248.514
0.113,251.743
0.114,255.698
0.115,260.94
0.116,266.926
0.117,271.737
0.118,277.943
0.119,284.091
0.12,290.693
0.121,297.564
0.122,310.567
0.123,314.72
0.124,315.225
0.125,307.548
0.126,299.567
0.127,279.843
0.128,268.184
0.129,255.255
0.13,241.124
0.131,238.003
0.132,230.78
0.133,214.645
0.134,206.735
0.135,204.008
0.136,202.401
0.137,201.417
0.138,198.043
0.139,195.026
0.14,193.756
0.141,190.68
0.142,189.738
0.143,190.173
0.144,193.317
0.145,196.74
0.146,196.928
0.147,196.816
0.148,199.476
0.149,197.219
0.15,197.188
0.151,197.941
0.152,195.397
0.153,191.603
0.154,190.402
0.155,195.674
0.156,194.635
0.157,200.579
0.158,199.013
0.159,198.648
0.16,199.182
0.161,199.484
0.162,199.307
0.163,198.202
0.164,193.973
0.165,198.728
0.166,195.552
0.167,202.117
0.168,202.235
0.169,204.127
0.17,198.791
0.171,198.774
0.172,198.921
0.173,198.747
0.174,202.195
0.175,202.66
0.176,202.989
0.177,199.504
0.178,195.419
0.179,190.108
0.18,190.42
0.181,195.076
0.182,193.316
0.183,196.341
0.184,200.535
0.185,211.477
0.186,227.501
0.187,230.359
0.188,233.859
0.189,237.397
0.19,240.017
0.191,242.799
0.192,246.91
0.193,249.787
0.194,253.456
0.195,254.106
0.196,254.888
0.197,256.494
0.198,258.363
0.199,260.867
0.2,263.281
0.201,263.161
0.202,261.749
0.203,259.514
0.204,257.746
0.205,257.428
0.206,257.85
0.207,260.36
0.208,264.399
0.209,266.671
0.21,268.208
0.211,267.969
0.212,269.347
0.213,268.808
0.214,269.409
0.215,266.887
0.216,261.858
0.217,255.754
0.218,246.441
0.219,233.234
0.22,223.801
0.221,220.951
0.222,216.53
0.223,216.49
0.224,217.767
0.225,225.616
0.226,230.77
0.227,234.408
0.228,237.854
0.229,240.908
0.23,244.626
0.231,247.489
0.232,250.144
0.233,253.205
0.234,257.873
0.235,263.633
0.236,270.948
0.237,274.204
0.238,278.07
0.239,276.718
0.24,274.077
0.241,265.805
0.242,256.641
0.243,250.538
0.244,242.88
0.245,236.544
0.246,229.667
0.247,225.427
0.248,220.978
0.249,216.962
0.25,212.865
0.251,211.896
0.252,209.068
0.253,207.093
0.254,206.645
0.255,212.783
0.256,217.719
0.257,218.22
0.258,218.78
0.259,219.222
0.26,219.165
0.261,218.212
0.262,218.087
0.263,215.734
0.264,208.832
0.265,196.916
0.266,196.731
0.267,196.664
0.268,196.505
0.269,196.918
0.27,197.275
0.271,198.422
0.272,199.522
0.273,201.362
0.274,203.487
0.275,206.672
0.276,210.363
0.277,211.152
0.278,217.27
0.279,228.599
0.28,242.677
0.281,245.613
0.282,248.743
0.283,251.351
0.284,254.084
0.285,252.826
0.286,250.665
0.287,246.957
0.288,241.591
0.289,236.482
0.29,231.558
0.291,226.789
0.292,223.754
0.293,222.311
0.294,220.954
0.295,222.221
0.296,224.2
0.297,227.908
0.298,231.157
0.299,232.765
0.3,234.153
0.301,236.42
0.302,238.351
0.303,239.988
0.304,242.247
0.305,244.12
0.306,246.186
0.307,248.329
0.308,250.984
0.309,253.461
0.31,256.05
0.311,256.602
0.312,257.9
0.313,259.22
0.314,260.058
0.315,260.906
0.316,261.794
0.317,262.622
0.318,264.153
0.319,266.984
0.32,270.437
0.321,274.274
0.322,278.466
0.323,283.477
0.324,289.094
0.325,296.085
0.326,308.702
0.327,308.674
0.328,308.229
0.329,305.044
0.33,301.805
0.331,296.229
0.332,284.847
0.333,270.974
0.334,258.854
0.335,249.501
0.336,237.847
0.337,231.702
0.338,218.898
0.339,197.61
0.34,192.348
0.341,190.416
0.342,189.118
0.343,189.004
0.344,188.73
0.345,189.482
0.346,191.047
0.347,191.882
0.348,193.023
0.349,195.009
0.35,193.954
0.351,198.044
0.352,200.422
0.353,196.244
0.354,195.768
0.355,194.823
0.356,194.331
0.357,194.434
0.358,194.527
0.359,195.142
0.36,195.597
0.361,196.397
0.362,197.195
0.363,198.363
0.364,199.685
0.365,201.471
0.366,203.348
0.367,202.385
0.368,203.914
0.369,205.088
0.37,205.163
0.371,211.571
0.372,215.785
0.373,216.717
0.374,217.198
0.375,215.282
0.376,211.547
0.377,214.189
0.378,219.727
0.379,222.013
0.38,225.345
0.381,226.903
0.382,229.002
0.383,229.717
0.384,230.292
0.385,232.822
0.386,235.228
0.387,236.344
0.388,236.928
0.389,240.086
0.39,241.909
0.391,244.021
0.392,246.923
0.393,250.449
0.394,254.593
0.395,259.478
0.396,264.858
0.397,270.188
0.398,276.045
0.399,282.105
0.4,288.573
0.401,299.183
0.402,313.894
0.403,317.8
0.404,319.911
0.405,319.503
0.406,319.244
0.407,318.4
0.408,317.394
0.409,315.451
0.41,312.809
0.411,308.139
0.412,303.149
0.413,289.998
0.414,287.014
0.415,282.61
0.416,278.041
0.417,272.477
0.418,267.604
0.419,263.026
0.42,260.23
0.421,253.799
0.422,246.319
0.423,239.458
0.424,229.785
0.425,223.498
0.426,215.82
0.427,209.673
0.428,202.91
0.429,191.047
0.43,190.188
0.431,189.845
0.432,189.44
0.433,189.21
0.434,188.702
0.435,188.43
0.436,188.054
0.437,187.965
0.438,188.036
0.439,187.985
0.44,188.111
0.441,188.043
0.442,188.197
