time_ma,co2_ppm
0,325.072
0.001,325.835
0.002,324.372
0.003,318.254
0.004,311.522
0.005,296.797
0.006,292.61
0.007,289.419
0.008,287.938
0.009,277.12
0.01,264.354
0.011,249.524
0.012,236.321
0.013,239.384
0.014,239.316
0.015,233.678
0.016,226.596
0.017,211.322
0.018,195.004
0.019,193.515
0.02,193.174
0.021,193.196
0.022,193.261
0.023,193.469
0.024,193.737
0.025,193.98
0.026,194.376
0.027,195.122
0.028,195.996
0.029,196.599
0.03,197.527
0.031,198.896
0.032,203.734
0.033,210.999
0.034,210.229
0.035,209.406
0.036,205.134
0.037,206.208
0.038,209.383
0.039,212.913
0.04,210.211
0.041,207.92
0.042,208.379
0.043,209.909
0.044,215.44
0.045,219.695
0.046,222.433
0.047,220.473
0.048,220.084
0.049,213.934
0.05,209.536
0.051,215.448
0.052,217.42
0.053,217.122
0.054,218.029
0.055,209.374
0.056,220.967
0.057,221.459
0.058,217.768
0.059,213.124
0.06,197.7
0.061,195.57
0.062,194.179
0.063,194.307
0.064,194.621
0.065,194.21
0.066,194.184
0.067,193.862
0.068,195.622
0.069,196.121
0.07,202.761
0.071,218.817
0.072,221.659
0.073,225.739
0.074,233.937
0.075,235.65
0.076,236.136
0.077,236.118
0.078,235.718
0.079,242.4
0.08,247.737
0.081,254.208
0.082,258.368
0.083,256.143
0.084,251.175
0.085,243.432
0.086,236.294
0.087,229.974
0.088,228.391
0.089,229.436
0.09,232.02
0.091,237.941
0.092,242.814
0.093,248.313
0.094,253.709
0.095,257.079
0.096,258.313
0.097,257.684
0.098,256.205
0.099,253.762
0.1,251.426
0.101,248.28
0.102,245.482
0.103,244.585
0.104,243.359
0.105,237.703
0.106,232.197
0.107,226.698
0.108,222.162
0.109,220.701
0.11,220.742
0.111,223.978
0.112,230.365
0.113,234.429
0.114,240.233
0.115,249.312
0.116,260.11
0.117,271.258
0.118,282.19
0.119,292.108
0.12,301.787
0.121,310.52
0.122,324.846
0.123,327.434
0.124,327.005
0.125,318.784
0.126,309.88
0.127,287.704
0.128,273.087
0.129,256.255
0.13,241.52
0.131,247.076
0.132,247.836
0.133,236.107
0.134,226.331
0.135,218.171
0.136,211.886
0.137,208.886
0.138,203.546
0.139,200.334
0.14,198.4
0.141,195.887
0.142,195.432
0.143,196.655
0.144,201.84
0.145,204.856
0.146,205.016
0.147,204.712
0.148,207.423
0.149,205.647
0.15,206.705
0.151,208.866
0.152,206.901
0.153,203.372
0.154,203.015
0.155,207.982
0.156,205.979
0.157,210.269
0.158,207.59
0.159,207.68
0.16,207.685
0.161,205.598
0.162,203.298
0.163,200.695
0.164,195.812
0.165,201.924
0.166,199.459
0.167,206.907
0.168,206.285
0.169,205.419
0.17,198.139
0.171,199.182
0.172,200.964
0.173,203.537
0.174,209.445
0.175,211.331
0.176,212.745
0.177,209.456
0.178,204.925
0.179,197.768
0.18,196.702
0.181,199.842
0.182,195.187
0.183,193.958
0.184,193.322
0.185,200.122
0.186,215.294
0.187,216.016
0.188,217.456
0.189,219.178
0.19,220.74
0.191,226.216
0.192,233.399
0.193,238.801
0.194,243.995
0.195,244.266
0.196,245.752
0.197,250.135
0.198,254.851
0.199,260.188
0.2,264.689
0.201,264.538
0.202,261.826
0.203,255.672
0.204,250.077
0.205,247.063
0.206,245.93
0.207,250.209
0.208,256.887
0.209,262.43
0.21,266.058
0.211,266.599
0.212,269.188
0.213,269.757
0.214,271.655
0.215,270.393
0.216,266.51
0.217,261.527
0.218,252.928
0.219,239.749
0.22,229.227
0.221,221.653
0.222,212.004
0.223,206.613
0.224,204.406
0.225,213.261
0.226,218.555
0.227,221.67
0.228,223.815
0.229,224.054
0.23,225.08
0.231,225.92
0.232,227.599
0.233,232.909
0.234,241.012
0.235,252.271
0.236,264.518
0.237,272.247
0.238,279.716
0.239,280.361
0.24,278.461
0.241,268.566
0.242,258.848
0.243,254.579
0.244,248.898
0.245,244.873
0.246,239.837
0.247,235.703
0.248,231.1
0.249,225.722
0.25,220.057
0.251,216.745
0.252,212.855
0.253,212.137
0.254,213.035
0.255,220.524
0.256,225.792
0.257,224.947
0.258,224.14
0.259,223.259
0.26,222.396
0.261,221.42
0.262,220.849
0.263,217.974
0.264,210.087
0.265,197.665
0.266,197.09
0.267,195.533
0.268,194.043
0.269,193.105
0.27,191.803
0.271,191.042
0.272,190.59
0.273,191.617
0.274,192.589
0.275,193.817
0.276,195.423
0.277,194.16
0.278,199.403
0.279,213.026
0.28,229.765
0.281,235.419
0.282,241.409
0.283,247.194
0.284,252.833
0.285,254.05
0.286,253.924
0.287,251.125
0.288,245.651
0.289,238.101
0.29,230.964
0.291,224.814
0.292,219.751
0.293,215.16
0.294,210.822
0.295,209.741
0.296,210.156
0.297,214.129
0.298,217.877
0.299,220.377
0.3,222.42
0.301,225.28
0.302,226.736
0.303,226.132
0.304,226.401
0.305,226.607
0.306,227.409
0.307,229.445
0.308,232.677
0.309,236.71
0.31,240.654
0.311,242.507
0.312,244.884
0.313,246.659
0.314,247.416
0.315,247.418
0.316,247.263
0.317,247.179
0.318,248.699
0.319,252.712
0.32,258.363
0.321,265.731
0.322,273.539
0.323,282.547
0.324,292.047
0.325,302.633
0.326,317.4
0.327,317.444
0.328,316.812
0.329,312.671
0.33,308.869
0.331,302.827
0.332,290.293
0.333,274.197
0.334,260.358
0.335,250.852
0.336,240.832
0.337,241.4
0.338,235.433
0.339,215.727
0.34,206.782
0.341,197.857
0.342,190.967
0.343,189.888
0.344,189.725
0.345,191.118
0.346,193.867
0.347,195.313
0.348,196.651
0.349,197.771
0.35,195.691
0.351,199.912
0.352,202.663
0.353,199.786
0.354,200.454
0.355,198.333
0.356,196.549
0.357,195.663
0.358,194.641
0.359,193.804
0.36,193.012
0.361,192.888
0.362,193.048
0.363,193.776
0.364,194.837
0.365,196.423
0.366,197.697
0.367,195.839
0.368,196.427
0.369,196.092
0.37,194.803
0.371,200.783
0.372,204.262
0.373,204.681
0.374,204.934
0.375,202.962
0.376,198.925
0.377,201.155
0.378,206.387
0.379,208.557
0.38,211.854
0.381,212.933
0.382,214.392
0.383,214.282
0.384,214.42
0.385,217.027
0.386,220.07
0.387,221.785
0.388,222.638
0.389,224.933
0.39,225.271
0.391,225.11
