time_ma,co2_ppm
0,292.264
0.001,291.434
0.002,290.482
0.003,289.715
0.004,289.585
0.005,288.562
0.006,287.198
0.007,285.064
0.008,284.249
0.009,274.839
0.01,263.169
0.011,247.968
0.012,229.453
0.013,220.935
0.014,211.182
0.015,205.989
0.016,206.033
0.017,199.864
0.018,191.25
0.019,191.083
0.02,191.459
0.021,191.808
0.022,192.176
0.023,192.27
0.024,192.47
0.025,192.66
0.026,192.784
0.027,193.215
0.028,194.435
0.029,195.654
0.03,197.135
0.031,198.678
0.032,203.029
0.033,209.769
0.034,208.477
0.035,206.394
0.036,201.483
0.037,202.515
0.038,206.212
0.039,212.288
0.04,212.198
0.041,212.152
0.042,213.662
0.043,213.399
0.044,217.068
0.045,220.205
0.046,222.058
0.047,220.124
0.048,219.466
0.049,212.965
0.05,207.878
0.051,212.071
0.052,212.978
0.053,212.917
0.054,213.675
0.055,205.124
0.056,216.34
0.057,216.471
0.058,213.412
0.059,211.68
0.06,199.469
0.061,198.828
0.062,198.952
0.063,200.443
0.064,202.373
0.065,203.716
0.066,205.88
0.067,208.71
0.068,213.028
0.069,214.983
0.07,221.981
0.071,235.902
0.072,237.706
0.073,239.099
0.074,244.533
0.075,244.961
0.076,245.102
0.077,246.728
0.078,246.923
0.079,250.922
0.08,252.889
0.081,253.692
0.082,253.589
0.083,251.181
0.084,247.651
0.085,246.018
0.086,244.605
0.087,243.468
0.088,245.673
0.089,246.922
0.09,248.72
0.091,251.419
0.092,252.675
0.093,252.744
0.094,253.269
0.095,253.639
0.096,252.77
0.097,251.717
0.098,250.225
0.099,249.495
0.1,249.101
0.101,247.177
0.102,245.511
0.103,245.712
0.104,245.722
0.105,242.965
0.106,240.667
0.107,239.67
0.108,239.523
0.109,241.834
0.11,244.667
0.111,248.369
0.112,254.353
0.113,257.236
0.114,260.627
0.115,264.379
0.116,268.78
0.117,271.668
0.118,277.069
0.119,288.633
0.12,291.104
0.121,292.993
0.122,295.373
0.123,297.072
0.124,297.17
0.125,294.01
0.126,291.096
0.127,282.77
0.128,273.21
0.129,262.374
0.13,242.604
0.131,233.855
0.132,224.952
0.133,211.383
0.134,205.936
0.135,205.471
0.136,205.318
0.137,204.947
0.138,202.046
0.139,199.355
0.14,197.976
0.141,194.757
0.142,193.573
0.143,193.669
0.144,196.297
0.145,199.381
0.146,199.454
0.147,199.13
0.148,201.583
0.149,199.134
0.15,199.186
0.151,199.932
0.152,197.272
0.153,193.641
0.154,192.495
0.155,197.903
0.156,197.227
0.157,203.611
0.158,202.631
0.159,202.558
0.16,203.337
0.161,204.078
0.162,204.309
0.163,203.239
0.164,198.877
0.165,203.401
0.166,200.101
0.167,206.584
0.168,206.25
0.169,208.162
0.17,203.059
0.171,202.89
0.172,202.943
0.173,202.466
0.174,205.498
0.175,205.653
0.176,205.93
0.177,202.755
0.178,199.115
0.179,194.143
0.18,194.917
0.181,200.186
0.182,199.217
0.183,203.195
0.184,208.874
0.185,221.652
0.186,239.229
0.187,242.715
0.188,246.222
0.189,248.812
0.19,250.484
0.191,252.547
0.192,256.038
0.193,258.465
0.194,261.953
0.195,263.81
0.196,265.997
0.197,271.551
0.198,277.896
0.199,277.618
0.2,277.757
0.201,276.236
0.202,273.084
0.203,262.003
0.204,261.78
0.205,262.952
0.206,264.165
0.207,265.834
0.208,269.075
0.209,270.021
0.21,270.413
0.211,270.219
0.212,272.374
0.213,275.786
0.214,282.636
0.215,278.924
0.216,272.408
0.217,265.4
0.218,254.128
0.219,232.312
0.22,224.27
0.221,223.506
0.222,220.924
0.223,221.684
0.224,223.938
0.225,232.122
0.226,237.505
0.227,241.335
0.228,245.02
0.229,248.357
0.23,252.397
0.231,255.718
0.232,258.768
0.233,261.647
0.234,265.807
0.235,270.506
0.236,277.671
0.237,288.895
0.238,289.891
0.239,286.509
0.24,282.093
0.241,274.611
0.242,263.518
0.243,249.246
0.244,242.377
0.245,236.558
0.246,230.187
0.247,226.386
0.248,222.805
0.249,219.751
0.25,216.748
0.251,216.379
0.252,214.066
0.253,212.02
0.254,211.589
0.255,217.66
0.256,222.416
0.257,223.169
0.258,223.777
0.259,224.041
0.26,223.798
0.261,222.473
0.262,221.759
0.263,219.19
0.264,211.743
0.265,199.794
0.266,199.581
0.267,199.691
0.268,199.762
0.269,200.552
0.27,201.145
0.271,202.588
0.272,204.074
0.273,206.141
0.274,208.406
0.275,212.012
0.276,215.82
0.277,217.113
0.278,223.929
0.279,235.733
0.28,249.844
0.281,251.949
0.282,253.862
0.283,254.843
0.284,255.903
0.285,253.772
0.286,251.049
0.287,247.632
0.288,242.635
0.289,238.929
0.29,234.899
0.291,230.52
0.292,228.063
0.293,227.409
0.294,226.695
0.295,228.474
0.296,230.931
0.297,234.92
0.298,238.487
0.299,240.013
0.3,240.931
0.301,242.91
0.302,244.893
0.303,247.402
0.304,250.322
0.305,252.571
0.306,254.905
0.307,256.997
0.308,259.503
0.309,261.411
0.31,263.444
0.311,263.403
0.312,264.069
0.313,264.963
0.314,265.292
0.315,266.211
0.316,267.205
0.317,267.671
0.318,268.774
0.319,270.832
0.32,273.607
0.321,276.165
0.322,279.554
0.323,287.549
0.324,291.788
0.325,292.299
0.326,292.837
0.327,293.326
0.328,293.836
0.329,292.569
0.33,291.246
0.331,287.527
0.332,284.108
0.333,275.801
0.334,264.409
0.335,249.091
0.336,235.491
0.337,228.46
0.338,215.509
0.339,195.771
0.34,192.244
0.341,192.356
0.342,192.254
0.343,192.657
0.344,192.988
0.345,193.457
0.346,194.764
0.347,195.434
0.348,196.385
0.349,198.482
0.35,197.545
0.351,201.561
0.352,203.861
0.353,199.175
0.354,198.236
0.355,197.542
0.356,197.152
0.357,197.433
0.358,197.73
0.359,198.495
0.36,199.265
0.361,200.375
0.362,201.547
0.363,202.773
0.364,204.316
0.365,206.2
0.366,207.899
0.367,207.079
0.368,208.763
0.369,210.085
0.37,210.544
0.371,217.214
0.372,221.665
0.373,222.67
0.374,223.249
0.375,221.171
0.376,217.349
0.377,220.38
0.378,225.992
0.379,228.458
0.38,231.883
0.381,233.417
0.382,235.601
0.383,236.445
0.384,237.142
0.385,239.483
0.386,241.638
0.387,242.125
0.388,242.379
0.389,245.701
0.39,247.909
0.391,250.789
0.392,254.149
0.393,257.455
0.394,261.411
0.395,265.49
0.396,269.853
0.397,273.612
0.398,278.114
0.399,285.031
0.4,292.765
0.401,294.985
0.402,297.075
