# scenario,S_CO2_LI_K_per_Wm2,ECS_K,CO2_RMSE_ppm,negative_S_CO2_LI_percent,ecs_5th_perc,ecs_95th_perc
CO2_Kohler_Clark_2026__SEplusplusV12C,0.5990383001885612,1.8083524332904843,31.882854989396947,32.566858285428644,1.5250955585582135,2.086731684120207
CO2_Kohler_Clark_2026__SEplus3C,0.29611332516689876,0.8553411607093563,77.87070496443674,44.21394651337166,0.7588192438182156,0.960236554523225
CO2_Kohler_Clark_2026__SEplusplusV6C,0.43147301943679656,1.5028822325061273,42.57335875507095,38.84028992751812,1.3821822391121654,1.591837360020143
